id,name,object_name,type,x,y,param1,param2,param3,param4,param5,param6,param7
1155,PowerPlantObject,,item,26,32,BallSprite,None,false,0,13,Tm25,
1156,PowerPlantObject,,item,20,32,BallSprite,None,false,0,14,Tm33,
1157,PowerPlantObject,,event_disp,35,4,,,,,,,
1158,PowerPlantObject,,event_disp,35,5,,,,,,,
1159,PowerPlantObject,,event_disp,11,0,,,,,,,
1160,PowerPlantObject,,hidden,17,16,MaxElixer,HiddenItems,,,,,
1161,PowerPlantObject,,hidden,12,1,PpUp,HiddenItems,,,,,
1162,RedsHouse1FObject,,warp,2,7,0,var:LastOutdoorsMap,0,,,,
1163,RedsHouse1FObject,,warp,3,7,1,var:LastOutdoorsMap,0,,,,
1164,RedsHouse1FObject,,warp,7,1,2,RedsHouse2F,0,,,,
1165,RedsHouse1FObject,,sign,3,1,2,,,,,,
1166,RedsHouse1FObject,,npc,5,4,MomSprite,Left,false,0,1,,
1167,RedsHouse1FObject,,event_disp,7,2,,,,,,,
1168,RedsHouse1FObject,,event_disp,7,3,,,,,,,
1169,RedsHouse1FObject,,event_disp,1,7,,,,,,,
1170,RedsHouse2FObject,,warp,7,1,0,RedsHouse1F,2,,,,
1171,RedsHouse2FObject,,event_disp,1,7,,,,,,,
1172,RedsHouse2FObject,,hidden,0,1,4,OpenRedsPC,,,,,
1173,RedsHouse2FObject,,hidden,3,5,208,PrintRedSNESText,,,,,
1174,RocketHideout1Object,,warp,23,2,0,RocketHideout2,0,,,,
1175,RocketHideout1Object,,warp,21,2,1,CeladonGameCorner,2,,,,
1176,RocketHideout1Object,,warp,24,19,2,RocketHideoutElevator,0,,,,
1177,RocketHideout1Object,,warp,21,24,3,RocketHideout2,3,,,,
1178,RocketHideout1Object,,warp,25,19,4,RocketHideoutElevator,1,,,,
1179,RocketHideout1Object,,trainer,26,8,RocketSprite,Left,false,0,1,OppRocket,8
1180,RocketHideout1Object,,trainer,12,6,RocketSprite,Right,false,0,2,OppRocket,9
1181,RocketHideout1Object,,trainer,18,17,RocketSprite,Down,false,0,3,OppRocket,10
1182,RocketHideout1Object,,trainer,15,25,RocketSprite,Right,false,0,4,OppRocket,11
1183,RocketHideout1Object,,trainer,28,18,RocketSprite,Left,false,0,5,OppRocket,12
1184,RocketHideout1Object,,item,11,14,BallSprite,None,false,0,6,EscapeRope,
1185,RocketHideout1Object,,item,9,17,BallSprite,None,false,0,7,HyperPotion,
1186,RocketHideout1Object,,event_disp,2,23,,,,,,,
1187,RocketHideout1Object,,event_disp,2,21,,,,,,,
1188,RocketHideout1Object,,event_disp,19,24,,,,,,,
1189,RocketHideout1Object,,event_disp,24,21,,,,,,,
1190,RocketHideout1Object,,event_disp,19,25,,,,,,,
1191,RocketHideout1Object,,hidden,21,15,PpUp,HiddenItems,,,,,
1192,RocketHideout2Object,,warp,27,8,0,RocketHideout1,0,,,,
1193,RocketHideout2Object,,warp,21,8,1,RocketHideout3,0,,,,
1194,RocketHideout2Object,,warp,24,19,2,RocketHideoutElevator,0,,,,
1195,RocketHideout2Object,,warp,21,22,3,RocketHideout1,3,,,,
1196,RocketHideout2Object,,warp,25,19,4,RocketHideoutElevator,1,,,,
1197,RocketHideout2Object,,trainer,20,12,RocketSprite,Down,false,0,1,OppRocket,13
1198,RocketHideout2Object,,item,1,11,BallSprite,None,false,0,2,MoonStone,
1199,RocketHideout2Object,,item,16,8,BallSprite,None,false,0,3,Nugget,
1200,RocketHideout2Object,,item,6,12,BallSprite,None,false,0,4,Tm07,
1201,RocketHideout2Object,,item,3,21,BallSprite,None,false,0,5,SuperPotion,
1202,RocketHideout2Object,,event_disp,8,27,,,,,,,
1203,RocketHideout2Object,,event_disp,8,21,,,,,,,
1204,RocketHideout2Object,,event_disp,19,24,,,,,,,
1205,RocketHideout2Object,,event_disp,22,21,,,,,,,
1206,RocketHideout2Object,,event_disp,19,25,,,,,,,
1207,RocketHideout3Object,,warp,25,6,0,RocketHideout2,1,,,,
1208,RocketHideout3Object,,warp,19,18,1,RocketHideout4,0,,,,
1209,RocketHideout3Object,,trainer,10,22,RocketSprite,Right,false,0,1,OppRocket,14
1210,RocketHideout3Object,,trainer,26,12,RocketSprite,Up,false,0,2,OppRocket,15
1211,RocketHideout3Object,,item,26,17,BallSprite,None,false,0,3,Tm10,
1212,RocketHideout3Object,,item,20,14,BallSprite,None,false,0,4,RareCandy,
1213,RocketHideout3Object,,event_disp,6,25,,,,,,,
1214,RocketHideout3Object,,event_disp,18,19,,,,,,,
1215,RocketHideout3Object,,hidden,27,17,Nugget,HiddenItems,,,,,
1216,RocketHideout4Object,,warp,19,10,0,RocketHideout3,1,,,,
1217,RocketHideout4Object,,warp,24,15,1,RocketHideoutElevator,0,,,,
1218,RocketHideout4Object,,warp,25,15,2,RocketHideoutElevator,1,,,,
1219,RocketHideout4Object,,trainer,25,3,GiovanniSprite,Down,false,0,1,OppGiovanni,1
1220,RocketHideout4Object,,trainer,23,12,RocketSprite,Down,false,0,2,OppRocket,16
1221,RocketHideout4Object,,trainer,26,12,RocketSprite,Down,false,0,3,OppRocket,17
1222,RocketHideout4Object,,trainer,11,2,RocketSprite,Down,false,0,4,OppRocket,18
1223,RocketHideout4Object,,item,10,12,BallSprite,None,false,0,5,HpUp,
1224,RocketHideout4Object,,item,9,4,BallSprite,None,false,0,6,Tm02,
1225,RocketHideout4Object,,item,12,20,BallSprite,None,false,0,7,Iron,
1226,RocketHideout4Object,,item,25,2,BallSprite,None,false,0,8,SilphScope,
1227,RocketHideout4Object,,item,10,2,BallSprite,None,false,0,9,LiftKey,
1228,RocketHideout4Object,,event_disp,10,19,,,,,,,
1229,RocketHideout4Object,,event_disp,15,24,,,,,,,
1230,RocketHideout4Object,,event_disp,15,25,,,,,,,
1231,RocketHideout4Object,,hidden,25,1,SuperPotion,HiddenItems,,,,,
1232,RocketHideoutElevatorObject,,warp,2,1,0,RocketHideout1,2,,,,
1233,RocketHideoutElevatorObject,,warp,3,1,1,RocketHideout1,4,,,,
1234,RocketHideoutElevatorObject,,sign,1,1,1,,,,,,
1235,RocketHideoutElevatorObject,,event_disp,1,2,,,,,,,
1236,RocketHideoutElevatorObject,,event_disp,1,3,,,,,,,
1237,RockTunnel1Object,,warp,15,3,0,var:LastOutdoorsMap,1,,,,
1238,RockTunnel1Object,,warp,15,0,1,var:LastOutdoorsMap,1,,,,
1239,RockTunnel1Object,,warp,15,33,2,var:LastOutdoorsMap,2,,,,
1240,RockTunnel1Object,,warp,15,35,3,var:LastOutdoorsMap,2,,,,
1241,RockTunnel1Object,,warp,37,3,4,RockTunnel2,0,,,,
1242,RockTunnel1Object,,warp,5,3,5,RockTunnel2,1,,,,
1243,RockTunnel1Object,,warp,17,11,6,RockTunnel2,2,,,,
1244,RockTunnel1Object,,warp,37,17,7,RockTunnel2,3,,,,
1245,RockTunnel1Object,,sign,11,29,8,,,,,,
1246,RockTunnel1Object,,trainer,7,5,HikerSprite,Down,false,0,1,OppHiker,12
1247,RockTunnel1Object,,trainer,5,16,HikerSprite,Down,false,0,2,OppHiker,13
1248,RockTunnel1Object,,trainer,17,15,HikerSprite,Left,false,0,3,OppHiker,14
1249,RockTunnel1Object,,trainer,23,8,BlackHairBoy2Sprite,Left,false,0,4,OppPokemaniac,7
1250,RockTunnel1Object,,trainer,37,21,LassSprite,Left,false,0,5,OppJrTrainerF,17
1251,RockTunnel1Object,,trainer,22,24,LassSprite,Down,false,0,6,OppJrTrainerF,18
1252,RockTunnel1Object,,trainer,32,24,LassSprite,Right,false,0,7,OppJrTrainerF,19
1253,RockTunnel1Object,,event_disp,3,15,,,,,,,
1254,RockTunnel1Object,,event_disp,0,15,,,,,,,
1255,RockTunnel1Object,,event_disp,33,15,,,,,,,
1256,RockTunnel1Object,,event_disp,35,15,,,,,,,
1257,RockTunnel1Object,,event_disp,3,37,,,,,,,
1258,RockTunnel1Object,,event_disp,3,5,,,,,,,
1259,RockTunnel1Object,,event_disp,11,17,,,,,,,
1260,RockTunnel1Object,,event_disp,17,37,,,,,,,
1261,RockTunnel2Object,,warp,33,25,0,RockTunnel1,4,,,,
1262,RockTunnel2Object,,warp,27,3,1,RockTunnel1,5,,,,
1263,RockTunnel2Object,,warp,23,11,2,RockTunnel1,6,,,,
1264,RockTunnel2Object,,warp,3,3,3,RockTunnel1,7,,,,
1265,RockTunnel2Object,,trainer,11,13,LassSprite,Down,false,0,1,OppJrTrainerF,9
1266,RockTunnel2Object,,trainer,6,10,HikerSprite,Down,false,0,2,OppHiker,9
1267,RockTunnel2Object,,trainer,3,5,BlackHairBoy2Sprite,Down,false,0,3,OppPokemaniac,3
1268,RockTunnel2Object,,trainer,20,21,BlackHairBoy2Sprite,Right,false,0,4,OppPokemaniac,4
1269,RockTunnel2Object,,trainer,30,10,HikerSprite,Down,false,0,5,OppHiker,10
1270,RockTunnel2Object,,trainer,14,28,LassSprite,Right,false,0,6,OppJrTrainerF,10
1271,RockTunnel2Object,,trainer,33,5,HikerSprite,Right,false,0,7,OppHiker,11
1272,RockTunnel2Object,,trainer,26,30,BlackHairBoy2Sprite,Down,false,0,8,OppPokemaniac,5
1273,RockTunnel2Object,,event_disp,25,33,,,,,,,
1274,RockTunnel2Object,,event_disp,3,27,,,,,,,
1275,RockTunnel2Object,,event_disp,11,23,,,,,,,
1276,RockTunnel2Object,,event_disp,3,3,,,,,,,
1277,RockTunnelPokecenterObject,,warp,3,7,0,var:LastOutdoorsMap,0,,,,
1278,RockTunnelPokecenterObject,,warp,4,7,1,var:LastOutdoorsMap,0,,,,
1279,RockTunnelPokecenterObject,,npc,3,1,NurseSprite,Down,false,0,1,,
1280,RockTunnelPokecenterObject,,npc,7,3,GentlemanSprite,,true,2,2,,
1281,RockTunnelPokecenterObject,,npc,2,5,Fisher2Sprite,None,false,0,3,,
1282,RockTunnelPokecenterObject,,npc,11,2,CableClubWomanSprite,Down,false,0,4,,
1283,RockTunnelPokecenterObject,,event_disp,7,3,,,,,,,
1284,RockTunnelPokecenterObject,,event_disp,7,4,,,,,,,
1285,RockTunnelPokecenterObject,,hidden,0,4,8,PrintBenchGuyText,,,,,
1286,RockTunnelPokecenterObject,,hidden,13,3,4,OpenPokemonCenterPC,,,,,
1287,Route1Object,,sign,9,27,3,,,,,,
1288,Route1Object,,npc,5,24,BugCatcherSprite,,true,1,1,,
1289,Route1Object,,npc,15,13,BugCatcherSprite,,true,2,2,,
1290,Route1Object,,event_disp,7,2,,,,,,,
1291,Route10Object,,warp,11,19,0,RockTunnelPokecenter,0,,,,
1292,Route10Object,,warp,8,17,1,RockTunnel1,0,,,,
1293,Route10Object,,warp,8,53,2,RockTunnel1,2,,,,
1294,Route10Object,,warp,6,39,3,PowerPlant,0,,,,
1295,Route10Object,,sign,7,19,7,,,,,,
1296,Route10Object,,sign,12,19,8,,,,,,
1297,Route10Object,,sign,9,55,9,,,,,,
1298,Route10Object,,sign,5,41,10,,,,,,
1299,Route10Object,,trainer,10,44,BlackHairBoy2Sprite,Left,false,0,1,OppPokemaniac,1
1300,Route10Object,,trainer,3,57,HikerSprite,Up,false,0,2,OppHiker,7
1301,Route10Object,,trainer,14,64,BlackHairBoy2Sprite,Left,false,0,3,OppPokemaniac,2
1302,Route10Object,,trainer,7,25,LassSprite,Left,false,0,4,OppJrTrainerF,7
1303,Route10Object,,trainer,3,61,HikerSprite,Down,false,0,5,OppHiker,8
1304,Route10Object,,trainer,7,54,LassSprite,Down,false,0,6,OppJrTrainerF,8
1305,Route10Object,,event_disp,19,11,,,,,,,
1306,Route10Object,,event_disp,17,8,,,,,,,
1307,Route10Object,,event_disp,53,8,,,,,,,
1308,Route10Object,,event_disp,39,6,,,,,,,
1309,Route10Object,,hidden,9,17,SuperPotion,HiddenItems,,,,,
1310,Route10Object,,hidden,16,53,MaxEther,HiddenItems,,,,,
1311,Route11Object,,warp,49,8,0,Route11Gate,0,,,,
1312,Route11Object,,warp,49,9,1,Route11Gate,1,,,,
1313,Route11Object,,warp,58,8,2,Route11Gate,2,,,,
1314,Route11Object,,warp,58,9,3,Route11Gate,3,,,,
1315,Route11Object,,warp,4,5,4,DiglettsCaveEntranceRoute11,0,,,,
1316,Route11Object,,sign,1,5,11,,,,,,
1317,Route11Object,,trainer,10,14,GamblerSprite,Down,false,0,1,OppGambler,1
1318,Route11Object,,trainer,26,9,GamblerSprite,Down,false,0,2,OppGambler,2
1319,Route11Object,,trainer,13,5,BugCatcherSprite,Left,false,0,3,OppYoungster,9
1320,Route11Object,,trainer,36,11,BlackHairBoy2Sprite,Down,false,0,4,OppEngineer,2
1321,Route11Object,,trainer,22,4,BugCatcherSprite,Up,false,0,5,OppYoungster,10
1322,Route11Object,,trainer,45,7,GamblerSprite,Down,false,0,6,OppGambler,3
1323,Route11Object,,trainer,33,3,GamblerSprite,Up,false,0,7,OppGambler,4
1324,Route11Object,,trainer,43,5,BugCatcherSprite,Right,false,0,8,OppYoungster,11
1325,Route11Object,,trainer,45,16,BlackHairBoy2Sprite,Left,false,0,9,OppEngineer,3
1326,Route11Object,,trainer,22,12,BugCatcherSprite,Up,false,0,10,OppYoungster,12
1327,Route11Object,,event_disp,8,49,,,,,,,
1328,Route11Object,,event_disp,9,49,,,,,,,
1329,Route11Object,,event_disp,8,58,,,,,,,
1330,Route11Object,,event_disp,9,58,,,,,,,
1331,Route11Object,,event_disp,5,4,,,,,,,
1332,Route11Object,,hidden,48,5,EscapeRope,HiddenItems,,,,,
1333,Route11GateObject,,warp,0,4,0,var:LastOutdoorsMap,0,,,,
1334,Route11GateObject,,warp,0,5,1,var:LastOutdoorsMap,1,,,,
1335,Route11GateObject,,warp,7,4,2,var:LastOutdoorsMap,2,,,,
1336,Route11GateObject,,warp,7,5,3,var:LastOutdoorsMap,3,,,,
1337,Route11GateObject,,warp,6,8,4,Route11GateUpstairs,0,,,,
1338,Route11GateObject,,npc,4,1,GuardSprite,None,false,0,1,,
1339,Route11GateObject,,event_disp,4,0,,,,,,,
1340,Route11GateObject,,event_disp,5,0,,,,,,,
1341,Route11GateObject,,event_disp,4,7,,,,,,,
1342,Route11GateObject,,event_disp,5,7,,,,,,,
1343,Route11GateObject,,event_disp,8,6,,,,,,,
1344,Route11GateUpstairsObject,,warp,7,7,0,Route11Gate,4,,,,
1345,Route11GateUpstairsObject,,sign,1,2,3,,,,,,
1346,Route11GateUpstairsObject,,sign,6,2,4,,,,,,
1347,Route11GateUpstairsObject,,npc,4,2,BugCatcherSprite,,true,2,1,,
1348,Route11GateUpstairsObject,,npc,2,6,OakAideSprite,None,false,0,2,,
1349,Route11GateUpstairsObject,,event_disp,7,7,,,,,,,
1350,Route12Object,,warp,10,15,0,Route12Gate,0,,,,
1351,Route12Object,,warp,11,15,1,Route12Gate,1,,,,
1352,Route12Object,,warp,10,21,2,Route12Gate,2,,,,
1353,Route12Object,,warp,11,77,3,Route12House,0,,,,
1354,Route12Object,,sign,13,13,11,,,,,,
1355,Route12Object,,sign,11,63,12,,,,,,
1356,Route12Object,,npc,10,62,SnorlaxSprite,Down,false,0,1,,
1357,Route12Object,,trainer,14,31,Fisher2Sprite,Left,false,0,2,OppFisher,3
1358,Route12Object,,trainer,5,39,Fisher2Sprite,Up,false,0,3,OppFisher,4
1359,Route12Object,,trainer,11,92,BlackHairBoy1Sprite,Left,false,0,4,OppJrTrainerM,9
1360,Route12Object,,trainer,14,76,BlackHairBoy2Sprite,Up,false,0,5,OppRocker,2
1361,Route12Object,,trainer,12,40,Fisher2Sprite,Left,false,0,6,OppFisher,5
1362,Route12Object,,trainer,9,52,Fisher2Sprite,Right,false,0,7,OppFisher,6
1363,Route12Object,,trainer,6,87,Fisher2Sprite,Down,false,0,8,OppFisher,11
1364,Route12Object,,item,14,35,BallSprite,None,false,0,9,Tm16,
1365,Route12Object,,item,5,89,BallSprite,None,false,0,10,Iron,
1366,Route12Object,,event_disp,15,10,,,,,,,
1367,Route12Object,,event_disp,15,11,,,,,,,
1368,Route12Object,,event_disp,21,10,,,,,,,
1369,Route12Object,,event_disp,77,11,,,,,,,
1370,Route12Object,,hidden,2,63,HyperPotion,HiddenItems,,,,,
1371,Route12GateObject,,warp,4,0,0,var:LastOutdoorsMap,0,,,,
1372,Route12GateObject,,warp,5,0,1,var:LastOutdoorsMap,1,,,,
1373,Route12GateObject,,warp,4,7,2,var:LastOutdoorsMap,2,,,,
1374,Route12GateObject,,warp,5,7,3,var:LastOutdoorsMap,2,,,,
1375,Route12GateObject,,warp,8,6,4,Route12GateUpstairs,0,,,,
1376,Route12GateObject,,npc,1,3,GuardSprite,None,false,0,1,,
1377,Route12GateObject,,event_disp,0,4,,,,,,,
1378,Route12GateObject,,event_disp,0,5,,,,,,,
1379,Route12GateObject,,event_disp,7,4,,,,,,,
1380,Route12GateObject,,event_disp,7,5,,,,,,,
1381,Route12GateObject,,event_disp,6,8,,,,,,,
1382,Route12GateUpstairsObject,,warp,7,7,0,Route12Gate,4,,,,
1383,Route12GateUpstairsObject,,sign,1,2,2,,,,,,
1384,Route12GateUpstairsObject,,sign,6,2,3,,,,,,
1385,Route12GateUpstairsObject,,npc,3,4,BrunetteGirlSprite,,true,1,1,,
1386,Route12GateUpstairsObject,,event_disp,7,7,,,,,,,
1387,Route12HouseObject,,warp,2,7,0,var:LastOutdoorsMap,3,,,,
1388,Route12HouseObject,,warp,3,7,1,var:LastOutdoorsMap,3,,,,
1389,Route12HouseObject,,npc,2,4,FisherSprite,Right,false,0,1,,
1390,Route12HouseObject,,event_disp,7,2,,,,,,,
1391,Route12HouseObject,,event_disp,7,3,,,,,,,
1392,Route13Object,,sign,15,13,11,,,,,,
1393,Route13Object,,sign,33,5,12,,,,,,
1394,Route13Object,,sign,31,11,13,,,,,,
1395,Route13Object,,trainer,49,10,BlackHairBoy1Sprite,Right,false,0,1,OppBirdKeeper,1
1396,Route13Object,,trainer,48,10,LassSprite,Down,false,0,2,OppJrTrainerF,12
1397,Route13Object,,trainer,27,9,LassSprite,Down,false,0,3,OppJrTrainerF,13
1398,Route13Object,,trainer,23,10,LassSprite,Left,false,0,4,OppJrTrainerF,14
1399,Route13Object,,trainer,50,5,LassSprite,Down,false,0,5,OppJrTrainerF,15
1400,Route13Object,,trainer,12,4,BlackHairBoy1Sprite,Right,false,0,6,OppBirdKeeper,2
1401,Route13Object,,trainer,33,6,FoulardWomanSprite,Down,false,0,7,OppBeauty,4
1402,Route13Object,,trainer,32,6,FoulardWomanSprite,Down,false,0,8,OppBeauty,5
1403,Route13Object,,trainer,10,7,BikerSprite,Up,false,0,9,OppBiker,1
1404,Route13Object,,trainer,7,13,BlackHairBoy1Sprite,Up,false,0,10,OppBirdKeeper,3
1405,Route13Object,,hidden,1,14,PpUp,HiddenItems,,,,,
1406,Route13Object,,hidden,16,13,Calcium,HiddenItems,,,,,
1407,Route14Object,,sign,17,13,11,,,,,,
1408,Route14Object,,trainer,4,4,BlackHairBoy1Sprite,Down,false,0,1,OppBirdKeeper,14
1409,Route14Object,,trainer,15,6,BlackHairBoy1Sprite,Down,false,0,2,OppBirdKeeper,15
1410,Route14Object,,trainer,12,11,BlackHairBoy1Sprite,Down,false,0,3,OppBirdKeeper,16
1411,Route14Object,,trainer,14,15,BlackHairBoy1Sprite,Up,false,0,4,OppBirdKeeper,17
1412,Route14Object,,trainer,15,31,BlackHairBoy1Sprite,Left,false,0,5,OppBirdKeeper,4
1413,Route14Object,,trainer,6,49,BlackHairBoy1Sprite,Up,false,0,6,OppBirdKeeper,5
1414,Route14Object,,trainer,5,39,BikerSprite,Down,false,0,7,OppBiker,13
1415,Route14Object,,trainer,4,30,BikerSprite,Right,false,0,8,OppBiker,14
1416,Route14Object,,trainer,15,30,BikerSprite,Left,false,0,9,OppBiker,15
1417,Route14Object,,trainer,4,31,BikerSprite,Right,false,0,10,OppBiker,2
1418,Route15Object,,warp,7,8,0,Route15Gate,0,,,,
1419,Route15Object,,warp,7,9,1,Route15Gate,1,,,,
1420,Route15Object,,warp,14,8,2,Route15Gate,2,,,,
1421,Route15Object,,warp,14,9,3,Route15Gate,3,,,,
1422,Route15Object,,sign,39,9,12,,,,,,
1423,Route15Object,,trainer,41,11,LassSprite,Down,false,0,1,OppJrTrainerF,20
1424,Route15Object,,trainer,53,10,LassSprite,Left,false,0,2,OppJrTrainerF,21
1425,Route15Object,,trainer,31,13,BlackHairBoy1Sprite,Up,false,0,3,OppBirdKeeper,6
1426,Route15Object,,trainer,35,13,BlackHairBoy1Sprite,Up,false,0,4,OppBirdKeeper,7
1427,Route15Object,,trainer,53,11,FoulardWomanSprite,Down,false,0,5,OppBeauty,9
1428,Route15Object,,trainer,41,10,FoulardWomanSprite,Right,false,0,6,OppBeauty,10
1429,Route15Object,,trainer,48,10,BikerSprite,Down,false,0,7,OppBiker,3
1430,Route15Object,,trainer,46,10,BikerSprite,Down,false,0,8,OppBiker,4
1431,Route15Object,,trainer,37,5,LassSprite,Right,false,0,9,OppJrTrainerF,22
1432,Route15Object,,trainer,18,13,LassSprite,Up,false,0,10,OppJrTrainerF,23
1433,Route15Object,,item,18,5,BallSprite,None,false,0,11,Tm20,
1434,Route15Object,,event_disp,8,7,,,,,,,
1435,Route15Object,,event_disp,9,7,,,,,,,
1436,Route15Object,,event_disp,8,14,,,,,,,
1437,Route15Object,,event_disp,9,14,,,,,,,
1438,Route15GateObject,,warp,0,4,0,var:LastOutdoorsMap,0,,,,
1439,Route15GateObject,,warp,0,5,1,var:LastOutdoorsMap,1,,,,
1440,Route15GateObject,,warp,7,4,2,var:LastOutdoorsMap,2,,,,
1441,Route15GateObject,,warp,7,5,3,var:LastOutdoorsMap,3,,,,
1442,Route15GateObject,,warp,6,8,4,Route15GateUpstairs,0,,,,
1443,Route15GateObject,,npc,4,1,GuardSprite,None,false,0,1,,
1444,Route15GateObject,,event_disp,4,0,,,,,,,
1445,Route15GateObject,,event_disp,5,0,,,,,,,
1446,Route15GateObject,,event_disp,4,7,,,,,,,
1447,Route15GateObject,,event_disp,5,7,,,,,,,
1448,Route15GateObject,,event_disp,8,6,,,,,,,
1449,Route15GateUpstairsObject,,warp,7,7,0,Route15Gate,4,,,,
1450,Route15GateUpstairsObject,,sign,6,2,2,,,,,,
1451,Route15GateUpstairsObject,,npc,4,2,OakAideSprite,Down,false,0,1,,
1452,Route15GateUpstairsObject,,event_disp,7,7,,,,,,,
1453,Route15GateUpstairsObject,,hidden,1,2,4,Route15GateLeftBinoculars,,,,,
1454,Route16Object,,warp,17,10,0,Route16Gate,0,,,,
1455,Route16Object,,warp,17,11,1,Route16Gate,1,,,,
1456,Route16Object,,warp,24,10,2,Route16Gate,2,,,,
1457,Route16Object,,warp,24,11,3,Route16Gate,3,,,,
1458,Route16Object,,warp,17,4,4,Route16Gate,4,,,,
1459,Route16Object,,warp,17,5,5,Route16Gate,5,,,,
1460,Route16Object,,warp,24,4,6,Route16Gate,6,,,,
1461,Route16Object,,warp,24,5,7,Route16Gate,7,,,,
1462,Route16Object,,warp,7,5,8,Route16House,0,,,,
1463,Route16Object,,sign,27,11,8,,,,,,
1464,Route16Object,,sign,5,17,9,,,,,,
1465,Route16Object,,trainer,17,12,BikerSprite,Left,false,0,1,OppBiker,5
1466,Route16Object,,trainer,14,13,BikerSprite,Right,false,0,2,OppCueBall,1
1467,Route16Object,,trainer,11,12,BikerSprite,Up,false,0,3,OppCueBall,2
1468,Route16Object,,trainer,9,11,BikerSprite,Left,false,0,4,OppBiker,6
1469,Route16Object,,trainer,6,10,BikerSprite,Right,false,0,5,OppCueBall,3
1470,Route16Object,,trainer,3,12,BikerSprite,Right,false,0,6,OppBiker,7
1471,Route16Object,,npc,26,10,SnorlaxSprite,Down,false,0,7,,
1472,Route16Object,,event_disp,10,17,,,,,,,
1473,Route16Object,,event_disp,11,17,,,,,,,
1474,Route16Object,,event_disp,10,24,,,,,,,
1475,Route16Object,,event_disp,11,24,,,,,,,
1476,Route16Object,,event_disp,4,17,,,,,,,
1477,Route16Object,,event_disp,5,17,,,,,,,
1478,Route16Object,,event_disp,4,24,,,,,,,
1479,Route16Object,,event_disp,5,24,,,,,,,
1480,Route16Object,,event_disp,5,7,,,,,,,
1481,Route16GateObject,,warp,0,8,0,var:LastOutdoorsMap,0,,,,
1482,Route16GateObject,,warp,0,9,1,var:LastOutdoorsMap,1,,,,
1483,Route16GateObject,,warp,7,8,2,var:LastOutdoorsMap,2,,,,
1484,Route16GateObject,,warp,7,9,3,var:LastOutdoorsMap,2,,,,
1485,Route16GateObject,,warp,0,2,4,var:LastOutdoorsMap,4,,,,
1486,Route16GateObject,,warp,0,3,5,var:LastOutdoorsMap,5,,,,
1487,Route16GateObject,,warp,7,2,6,var:LastOutdoorsMap,6,,,,
1488,Route16GateObject,,warp,7,3,7,var:LastOutdoorsMap,7,,,,
1489,Route16GateObject,,warp,6,12,8,Route16GateUpstairs,0,,,,
1490,Route16GateObject,,npc,4,5,GuardSprite,Down,false,0,1,,
1491,Route16GateObject,,npc,4,3,GamblerSprite,None,false,0,2,,
1492,Route16GateObject,,event_disp,8,0,,,,,,,
1493,Route16GateObject,,event_disp,9,0,,,,,,,
1494,Route16GateObject,,event_disp,8,7,,,,,,,
1495,Route16GateObject,,event_disp,9,7,,,,,,,
1496,Route16GateObject,,event_disp,2,0,,,,,,,
1497,Route16GateObject,,event_disp,3,0,,,,,,,
1498,Route16GateObject,,event_disp,2,7,,,,,,,
1499,Route16GateObject,,event_disp,3,7,,,,,,,
1500,Route16GateObject,,event_disp,12,6,,,,,,,
1501,Route16GateUpstairsObject,,warp,7,7,0,Route16Gate,8,,,,
1502,Route16GateUpstairsObject,,sign,1,2,3,,,,,,
1503,Route16GateUpstairsObject,,sign,6,2,4,,,,,,
1504,Route16GateUpstairsObject,,npc,4,2,YoungBoySprite,None,false,0,1,,
1505,Route16GateUpstairsObject,,npc,2,5,LittleGirlSprite,,true,2,2,,
1506,Route16GateUpstairsObject,,event_disp,7,7,,,,,,,
1507,Route16HouseObject,,warp,2,7,0,var:LastOutdoorsMap,8,,,,
1508,Route16HouseObject,,warp,3,7,1,var:LastOutdoorsMap,8,,,,
1509,Route16HouseObject,,npc,2,3,BrunetteGirlSprite,Right,false,0,1,,
1510,Route16HouseObject,,npc,6,4,BirdSprite,,true,0,2,,
1511,Route16HouseObject,,event_disp,7,2,,,,,,,
1512,Route16HouseObject,,event_disp,7,3,,,,,,,
1513,Route17Object,,sign,9,51,11,,,,,,
1514,Route17Object,,sign,9,63,12,,,,,,
1515,Route17Object,,sign,9,75,13,,,,,,
1516,Route17Object,,sign,9,87,14,,,,,,
1517,Route17Object,,sign,9,111,15,,,,,,
1518,Route17Object,,sign,9,141,16,,,,,,
1519,Route17Object,,trainer,12,19,BikerSprite,Left,false,0,1,OppCueBall,4
1520,Route17Object,,trainer,11,16,BikerSprite,Right,false,0,2,OppCueBall,5
1521,Route17Object,,trainer,4,18,BikerSprite,Up,false,0,3,OppBiker,8
1522,Route17Object,,trainer,7,32,BikerSprite,Left,false,0,4,OppBiker,9
1523,Route17Object,,trainer,14,34,BikerSprite,Right,false,0,5,OppBiker,10
1524,Route17Object,,trainer,17,58,BikerSprite,Left,false,0,6,OppCueBall,6
1525,Route17Object,,trainer,2,68,BikerSprite,Right,false,0,7,OppCueBall,7
1526,Route17Object,,trainer,14,98,BikerSprite,Right,false,0,8,OppCueBall,8
1527,Route17Object,,trainer,5,98,BikerSprite,Left,false,0,9,OppBiker,11
1528,Route17Object,,trainer,10,118,BikerSprite,Down,false,0,10,OppBiker,12
1529,Route17Object,,hidden,15,14,RareCandy,HiddenItems,,,,,
1530,Route17Object,,hidden,8,45,FullRestore,HiddenItems,,,,,
1531,Route17Object,,hidden,17,72,PpUp,HiddenItems,,,,,
